name,type,confidence,basis_for_guess,index_letter,page_refs,index_entry,index_entry_original
Thom. Erpingham,person,0.97,given name in entry; described by rank/office,T,1119. col. 2. lin 34.,Thom. Erpingham knight Lord great chamberlain. pa. 1119. col. 2. lin 34.,Thom. Erpingham knight Lord great chamberlain. pa. 1119. col. 2. lin 34.
Thomas Dimocke,person,0.97,given name in entry; used elsewhere as a personal name,T,pag. 1120. col. 1. lin. 44.,Thomas Dimocke champion at Coronation pag. 1120. col. 1. lin. 44.,Thomas Dimocke cham|pion at Coronation pag. 1120. col. 1. lin. 44.
Thomas,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,T,pag. 11<?>5. col. 2. li. 34. sent into Gascoin pag. 1130. col. 2. lin. 52.,Thomas Percie Earle of worcester. pag. 11<?>5. col. 2. li. 34. sent into Gascoin pag. 1130. col. 2. lin. 52.,Thomas Percie Earle of worceſter. pag. 11<?>5. col. 2. li. 34. ſent into Gaſcoin pag. 1130. col. 2. lin. 52.
Thomas,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,T,1125. col. 2. lin. 43.,Thomas Gray knight. pa. 1125. col. 2. lin. 43.,Thomas Gray knight. pa. 1125. col. 2. lin. 43.
Thomas Mowbrey,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office; holds a title over a place; ,T,1125. co. 2. lin. 53,Thomas Mowbrey duke of Norffolk died at Venice. pa. 1125. co. 2. lin. 53,Thomas Mowbrey duke of Norffolk died at Ve|nice. pa. 1125. co. 2. lin. 53
Thomas,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office; biographical event,T,pag. 1128. col. 2. li. 33,Thomas Holland Erle of Kent beheaded at Circiter pag. 1128. col. 2. li. 33,Thomas Holland Erle of Kent beheaded at Circi|ter pag. 1128. col. 2. li. 33
Thomas Rainston,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,T,1152 col. 1. lin. 43. drowned. pag. ibid. col. 2. lin. 55.,Thomas Rainston knight taken by French. pa. 1152 col. 1. lin. 43. drowned. pag. ibid. col. 2. lin. 55.,Thomas Rainſton knight taken by French. pa. 1152 col. 1. lin. 43. drowned. pag. ibid. col. 2. lin. 55.
Thomas Beauchamp,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office; holds a title over a place,T,pag. 1119. col. 2. lin. 43.,Thomas Beauchamp erle of warwike. pag. 1119. col. 2. lin. 43.,Thomas Beauchamp erle of warwike. pag. 1119. col. 2. lin. 43.
Thomas,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office; holds a title over a place,T,pag. 1120. col. 1. lin. 2<?>.,Thomas erle of Arundell. pag. 1120. col. 1. lin. 2<?>.,Thomas erle of Arundell. pag. 1120. col. 1. lin. 2<?>.
Tressham,person,0.9,described by rank/office; biographical event,T,1340. co. 2. li. 21,The Tressham knight beheaded. pa. 1340. co. 2. li. 21,The Treſſham knight be|headed. pa. 1340. co. 2. li. 21
Thom. O<?>uill,person,0.97,given name in entry; described by rank/office; kinship language,T,1341. col. 1. li. 47.,Thom. O<?>uill bastarde son to Th. lord Fauconbridge bringeth an armye before London pa. 1341. col. 1. li. 47.,Thom. O<?>uill baſtarde ſon to Th. lord Faucõbridge bringeth an armye before Lõdõ pa. 1341. col. 1. li. 47.
Thomas Rotheram,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office; holds a title over a place,T,pag. <?>45. col. 1. lin. 54.,Thomas Rotheram archbishop of York. pag. <?>45. col. 1. lin. 54.,Thomas Rotheram arch|biſhop of York. pag. <?>45. col. 1. lin. 54.
Thomas Vaughan,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office; biographical event,T,1362. col. 1. lin. 36.,Thomas Vaughan knight beheaded at Pomfroc. pa. 1362. col. 1. lin. 36.,Thomas Vaughan knight beheaded at Pomfroc. pa. 1362. col. 1. lin. 36.
Tho,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,T,1375. col. 1. lin <?>,Tho. lord Stanley wounded. pa. 1375. col. 1. lin <?>,Tho. lord Stanley woun|ded. pa. 1375. col. 1. lin <?>
Thom,person,0.9,given name in entry,T,pag. 1381. col. 1. lin. 21.,Thom. Cooke Alde<?> pag. 1381. col. 1. lin. 21.,Thom. Cooke Alde<?> pag. 1381. col. 1. lin. 21.
Thomas Fitz william,person,0.97,given name in entry; used elsewhere as a personal name,T,pag. 1383. col. 1. lin. 14.,Thomas Fitz william recorder of London. pag. 1383. col. 1. lin. 14.,Thomas Fitz william re|corder of London. pag. 1383. col. 1. lin. 14.
Thomas,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office; kinship language,T,pag. 1358 col 2. lin. 4<?>.,Thomas Lorde Marques Dorset the Ne<?> son pag. 1358 col 2. lin. 4<?>.,Thomas Lorde Marques Dorſet the Ne<?> ſon pag. 1358 col 2. lin. 4<?>.
Thom,person,0.97,given name in entry; described by rank/office; appointment to office,T,1<?>. col. 1 lin. <?>4.,Thom. lord Haward created duke of Norffolke pa. 1<?>. col. 1 lin. <?>4.,Thom. lord Haward crea|ted duke of Norffolke pa. 1<?>. col. 1 lin. <?>4.
Tho. Haward,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,T,pag. 1386. co. 2. lin. <?>5. pa. 1415 co 2. li. 27. p. 147. c <?> 1415,Tho. Haward knight created Erle of Surrey pag. 1386. co. 2. lin. <?>5. pa. 1415 co 2. li. 27. p. 147. c <?> 1415,Tho. Haward knight crea|ted Erle of Surrey pag. 1386. co. 2. lin. <?>5. pa. 1415 co 2. li. 27. p. 147. c <?> 1415
Thomas,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,T,pag. 1411. col. 2. lin. <?>. pa. 141<?>. col. 1. lin. 42.,Thomas Lorde Stanley pag. 1411. col. 2. lin. <?>. pa. 141<?>. col. 1. lin. 42.,Thomas Lorde Stanley pag. 1411. col. 2. lin. <?>. pa. 141<?>. col. 1. lin. 42.
Thom. Se<?>eger,person,0.97,given name in entry; described by rank/office; biographical event,T,pag. 1405. col. 2. lin. 5.,"Thom. Se<?>eger knight, maryed the Dutches of Exeter, executed. pag. 1405. col. 2. lin. 5.","Thom. Se<?>eger knight, maryed the Dutches of Exeter, executed. pag. 1405. col. 2. lin. 5."
Thomas,person,0.97,given name in entry; used elsewhere as a personal name; biographical event,T,pag. 1405. col. 2 lin. 7.,Thomas Ram executed at Exceter. pag. 1405. col. 2 lin. 7.,Thomas Ram executed at Exceter. pag. 1405. col. 2 lin. 7.
Tho. Rotheram Archb. of Yorke,person,0.97,given name in entry; used elsewhere as a personal name,T,pag. 1387. co. 1. li. 7 pag. 1410. col. 2. lin. 48,Tho. Rotheram Archb. of Yorke. pag. 1387. co. 1. li. 7 pag. 1410. col. 2. lin. 48,Tho. Rotheram Archb. of Yorke. pag. 1387. co. 1. li. 7 pag. 1410. col. 2. lin. 48
Thomas,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,T,1401 col. 2. li. 43. pag. 1402. col. 2. li. 18. pa. 1410 co. 1. li. 36. pag. 14012. co. 2 li. 39 p. 1413. co. 1. li 22,Thomas Marques Dorset. 1401 col. 2. li. 43. pag. 1402. col. 2. li. 18. pa. 1410 co. 1. li. 36. pag. 14012. co. 2 li. 39 p. 1413. co. 1. li 22,Thomas Marques Dor|ſet. 1401 col. 2. li. 43. pag. 1402. col. 2. li. 18. pa. 1410 co. 1. li. 36. pag. 14012. co. 2 li. 39 p. 1413. co. 1. li 22
Thomas Louell,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,T,pag. 1401. col. 2. lin. 40.,Thomas Louell knight. pag. 1401. col. 2. lin. 40.,Thomas Louell knight. pag. 1401. col. 2. lin. 40.
Thomas Southwel,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,T,1262. co. 1. li. 55. co. 2. li. 14,Thomas Southwel priest 1262. co. 1. li. 55. co. 2. li. 14,Thomas Southwel prieſt 1262. co. 1. li. 55. co. 2. li. 14
Thomas Kitiel,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office; biographical event,T,1276. col. 1. lin. 23. beheaded. pa. 135. col. 2. lin. 4.,Thomas Kitiel knight pa. 1276. col. 1. lin. 23. beheaded. pa. 135. col. 2. lin. 4.,Thomas Kitiel knight pa. 1276. col. 1. lin. 23. behea|ded. pa. 135. col. 2. lin. 4.
Tho. Burselier Archdi. of Cant,person,0.97,given name in entry; used elsewhere as a personal name,T,1290 col. 2. lin. 4,Tho. Burselier Archdi. of Cant. pa. 1290 col. 2. lin. 4,Tho. Burſelier Archdi. of Cant. pa. 1290 col. 2. lin. 4
Thom,person,0.97,given name in entry; described by rank/office; biographical event,T,1288. col. 1. li. 27 committed too the tower. 1300. col. 1. li. 26. beheaded pag. 1305.,Thom. Thorpe lord chiefe baron. pa. 1288. col. 1. li. 27 committed too the tower. 1300. col. 1. li. 26. beheaded pag. 1305.,Thom. Thorpe lord chiefe baron. pa. 1288. col. 1. li. 27 committed too the tower. 1300. col. 1. li. 26. beheaded pag. 1305.
Thomas Dutton,person,0.97,given name in entry; used elsewhere as a personal name,T,1295 col. 1. lin. 56.,Thomas Dutton. pa. 1295 col. 1. lin. 56.,Thomas Dutton. pa. 1295 col. 1. lin. 56.
Thom. Harington,person,0.96,given name in entry; described by rank/office,T,pag. 1296. col. 1. li. 1.,"Thom. Harington knight, pag. 1296. col. 1. li. 1.","Thom. Harington knight, pag. 1296. col. 1. li. 1."
Thomas Arundell,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,T,pag. 1402. col. 2. lin. 22.,Thomas Arundell knight pag. 1402. col. 2. lin. 22.,Thomas Arundell knight pag. 1402. col. 2. lin. 22.
Thomas Hutton,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,T,1401. col. 1. lin. 8.,Thomas Hutton Ambassador from king Richard the third into Britain pa. 1401. col. 1. lin. 8.,Thomas Hutton Ambaſ|ſador from king Richard the third into Britain pa. 1401. col. 1. lin. 8.
Thomas,person,0.97,given name in entry; used elsewhere as a personal name,T,pag. 1411. col. 2. lin. 50.,"Thomas Brandon, pag. 1411. col. 2. lin. 50.","Thomas Brandon, pag. 1411. col. 2. lin. 50."
Thom. Bourchier,person,0.96,given name in entry; described by rank/office,T,1415. col. 2. lin. 39. pa. <?> col. 1. lin. 22.,"Thom. Bourchier knight, pa. 1415. col. 2. lin. 39. pa. <?> col. 1. lin. 22.","Thom. Bourchier knight, pa. 1415. col. 2. lin. 39. pa. <?> col. 1. lin. 22."
Throckmerton Nicholas,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,T,1727.42 the order of his arraigment set forth at large ibid.,"Throckmerton Nicholas Knight, arreigned and acquited. 1727.42 the order of his arraigment set forth at large ibid.","Throckmerton Nicholas Knight, arreigned and acquited. 1727.42 the or|der of his arraigment ſet forth at large ibid."
Theodore,person,0.93,used elsewhere as a personal name,T,122.38,Theodore first acknowled<?>ged to bee reimate of all England. 122.38,Theodore firſt acknowled<?>ged to bee reimate of all England. 122.38
Throckmerton Iohn,person,0.97,given name in entry; used elsewhere as a personal name,T,,Throckmerton Iohn <?> for a rebell. <?>,Throckmertõ Iohn <?> for a rebell. <?>
Thomas,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,T,1. lin. 21. to <?> prisoner. 1242. co. 2. li. 30. 1<?>08 col. 1. lin. 44.5 <?> murdred <?>00. col. 1. lin. 20.,Thomas lord Seales sent to conquer Anion <?>35 col. 1. lin. 21. to <?> prisoner. 1242. co. 2. li. 30. 1<?>08 col. 1. lin. 44.5 <?> murdred <?>00. col. 1. lin. 20.,Thomas lord Seales ſent to conquer Anion <?>35 col. 1. lin. 21. to <?> priſo|ner. 1242. co. 2. li. 30. 1<?>08 col. 1. lin. 44.5 <?> murdred <?>00. col. 1. lin. 20.
Thomas Erle of Salisburie,person,0.97,given name in entry; title of rank in name; used elsewhere as a personal name; biographical event,T,1240. col. <?> lin. 3,Thomas Erle of Salisburie slaine. 1240. col. <?> lin. 3,Thomas Erle of Saliſbu|rie ſlaine. 1240. col. <?> lin. 3
Thomas Gargraue,person,0.97,given name in entry; used elsewhere as a personal name; biographical event,T,1240. col. 1. lin. 7.,"Thomas Gargraue slaine, 1240. col. 1. lin. 7.","Thomas Gargraue ſlaine, 1240. col. 1. lin. 7."
Thomas,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office; biographical event,T,"1291. col. 1. li. 14. escaped. li. 24 bound to the peace. 1292 col. 2. lin. 52 slaine, 1299. col. 2. lin. 58.","Thomas lord Egremonde sent too Norgate. 1291. col. 1. li. 14. escaped. li. 24 bound to the peace. 1292 col. 2. lin. 52 slaine, 1299. col. 2. lin. 58.","Thomas lord Egremonde ſent too Norgate. 1291. col. 1. li. 14. eſcaped. li. 24 bound to the peace. 1292 col. 2. lin. 52 ſlaine, 1299. col. 2. lin. 58."
Thomas,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office; holds a title over a place,T,1437.30,Thomas Earle of Ormond sent Ambassadour into Fraunce. 1437.30,Thomas Earle of Or|mond ſent Ambaſſadour into Fraunce. 1437.30
Theophilactus,person,0.94,described by rank/office; holds a title over a place,T,198.6<?>,"Theophilactus Bishop of Euder to, sent Legate from Pope Adrian into England, 198.6<?>","Theophilactus Biſhop of Euder to, ſent Legate from Pope Adrian into England, 198.6<?>"
Thom. Eudouham,person,0.97,given name in entry; described by rank/office; biographical event,T,1<?>. col. <?>. li. 27,Thom. Eudouham knight beheaded. 1<?>. col. <?>. li. 27,Thom. Eudouham knight beheaded. 1<?>. col. <?>. li. 27
Thom,person,0.97,given name in entry; described by rank/office; biographical event,T,1314. col. 2. lin. 24. beheaded. 1315. col. 1. lin. 1,Thom. wentworth knight 1314. col. 2. lin. 24. beheaded. 1315. col. 1. lin. 1,Thom. wentworth knight 1314. col. 2. lin. 24. behea|ded. 1315. col. 1. lin. 1
Thomas Husey,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office; biographical event,T,1314. col. 2. lin. 26. beheaded. 1315. col 1. lin. 1.,Thomas Husey knight. 1314. col. 2. lin. 26. beheaded. 1315. col 1. lin. 1.,Thomas Huſey knight. 1314. col. 2. lin. 26. behea|ded. 1315. col 1. lin. 1.
Thomas,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,T,1<?>16. col. 2. lin. 29.,"Thomas Lorde Scales, 1<?>16. col. 2. lin. 29.","Thomas Lorde Scales, 1<?>16. col. 2. lin. 29."
Thom,person,0.97,given name in entry; described by rank/office,T,1316. col 2 lin. 29,"Thom. Gray knight, marques Dorset. 1316. col 2 lin. 29","Thom. Gray knight, mar|ques Dorſet. 1316. col 2 lin. 29"
Thetford sea,place,0.95,place-type word in name; used elsewhere as a location,T,333.78,Thetford sea remoued too Norwich. 333.78,Thetford ſea remoued too Norwich. 333.78
Thwaites,person,0.93,used elsewhere as a personal name,T,1522 30.,Thwaites his valor. 1522 30.,Thwaites his valor. 1522 30.
Theodore Archb,person,0.77,used elsewhere as a personal name,T,178.85,Theodore Archb. excellent well learned. 178.85,Theodore Archb. excellent well learned. 178.85
Theime,uncertain,0.2,"proper name, but no clear signal",T,571.52,"Theime tol graunted to K. Richard the first, 571.52","Theime tol graunted to K. Richard the firſt, 571.52"
Thwaites Thom,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,T,1443.38.,"Thwaites Thom. knight, 1443.38.","Thwaites Thom. knight, 1443.38."
